s_no,tick,change_pct,volume
5,814,-0.674,3305
5,815,0.281,2924
5,816,0.312,2621
5,817,0.224,3109
5,818,0.387,2705
5,819,-0.002,2965
5,820,1.088,3239
5,821,0.334,2496
5,822,0.546,3220
5,823,-0.815,3295
5,824,0.407,3073
5,825,0.356,2840
5,826,-0.566,2893
5,827,0.211,3037
5,828,0.113,2420
5,829,0.184,2828
5,830,0.226,3102
5,831,-0.299,2907
5,832,-0.092,2766
5,833,-0.026,2557
5,834,0.182,2971
5,835,-0.123,2437
5,836,0.452,2809
5,837,0.558,2919
5,838,-0.135,2861
5,839,-0.349,2549
5,840,-0.265,3009
5,841,-0.332,2673
5,842,0.260,2764
5,843,0.202,3106
5,844,0.485,2830
5,845,0.234,2502
5,846,0.431,2626
5,847,0.651,3320
5,848,-0.212,2461
5,849,0.092,2634
5,850,0.270,2855
5,851,0.166,2608
5,852,-1.090,3395
5,853,-0.544,3051
5,854,-0.437,2739
5,855,-0.772,3512
5,856,0.061,2303
5,857,-0.071,2556
5,858,0.126,2991
5,859,-0.085,2992
5,860,0.247,2632
5,861,-0.012,2810
5,862,-0.095,2925
5,863,-0.443,2714
5,864,0.227,2795
5,865,-0.628,2821
5,866,0.277,2638
5,867,0.765,3192
5,868,-0.356,2869
5,869,0.179,2507
5,870,-0.502,3115
5,871,-0.617,3016
5,872,-0.574,3249
5,873,0.067,2792
5,874,-0.104,2553
5,875,-0.064,2736
5,876,0.185,2767
5,877,-0.357,2506
5,878,0.398,3099
5,879,0.023,2957
5,880,-0.452,3194
5,881,-0.381,3255
5,882,0.002,2334
5,883,0.380,3182
5,884,0.089,3021
5,885,0.440,2620
5,886,-0.080,2467
5,887,-0.451,2918
5,888,-0.319,3144
5,889,-0.661,3186
5,890,0.278,2483
5,891,-0.229,2901
5,892,0.085,2981
5,893,0.429,2948
5,894,0.055,2786
5,895,-0.175,2654
5,896,-0.389,3211
5,897,-0.876,3141
5,898,0.056,2341
5,899,-0.110,3010
5,900,-0.827,3057
5,901,-0.310,2879
5,902,-0.349,2821
5,903,-0.475,2861
5,904,-0.415,3126
5,905,0.398,3081
5,906,-0.368,3129
5,907,-0.512,2639
5,908,0.210,3015
5,909,-0.907,3029
5,910,-0.485,2948
5,911,-0.387,2699
5,912,0.301,2884
5,913,-0.388,2733
5,914,0.622,3074
5,915,-0.923,2922
5,916,-0.035,2797
5,917,-0.457,3146
5,918,0.028,2524
5,919,1.111,3096
5,920,-0.867,3320
5,921,-0.200,2444
5,922,-0.146,3012
5,923,-0.128,2994
5,924,-0.237,2840
5,925,0.225,2667
5,926,0.103,2840
5,927,0.563,3228
5,928,-0.319,3114
5,929,0.656,3024
5,930,-0.402,2905
5,931,0.213,2937
5,932,-0.137,2879
5,933,-0.040,2567
5,934,-0.231,2774
5,935,-0.149,2885
5,936,-0.062,3029
5,937,-0.069,2402
5,938,0.376,3041
5,939,0.062,2959
5,940,0.044,2483
5,941,0.312,2767
5,942,-0.396,3114
5,943,-0.439,3212
5,944,-0.340,2601
5,945,0.701,3320
5,946,0.535,3097
5,947,0.577,3231
5,948,-0.836,3256
5,949,0.237,3054
5,950,0.354,2866
5,951,0.460,2676
5,952,-0.405,2669
5,953,0.979,3234
5,954,0.057,2607
5,955,0.204,3117
5,956,0.558,2782
5,957,-0.246,3110
5,958,0.212,2847
5,959,-0.203,2700
5,960,0.005,2838
5,961,0.111,2996
5,962,0.065,2394
5,963,-0.083,3055
5,964,-0.114,2605
5,965,0.024,2290
5,966,-0.128,2951
5,967,0.464,2813
5,968,0.512,2734
5,969,0.012,2576
5,970,0.522,3257
5,971,-0.169,2723
5,972,0.667,3393
5,973,-0.552,3071
5,974,0.293,3039
5,975,-0.707,2849
5,976,0.255,2957
5,977,0.107,2534
5,978,0.039,2404
5,979,0.099,2365
5,980,0.385,3230
5,981,0.224,3020
5,982,-0.226,2568
5,983,0.487,2850
5,984,0.471,3234
5,985,0.433,3210
5,986,-0.197,3078
5,987,-0.440,3157
5,988,0.060,2532
5,989,0.526,2885
5,990,0.827,2968
5,991,-0.858,2831
5,992,0.017,2729
5,993,0.095,2742
5,994,-0.276,3026
5,995,0.378,3077
5,996,0.233,2793
5,997,0.034,2843
5,998,0.119,2818
5,999,0.902,3607
5,1000,-0.175,2845
5,1001,-0.338,2651
5,1002,0.294,2485
5,1003,-0.241,2635
5,1004,-0.985,3432
5,1005,0.094,2312
5,1006,-0.787,2967
5,1007,-0.436,2583
5,1008,0.272,2794
5,1009,0.294,3017
5,1010,-0.620,2797
5,1011,0.015,2840
5,1012,-0.557,3225
5,1013,0.032,2953
5,1014,-0.626,2927
5,1015,-0.203,3060
5,1016,-0.795,3150
5,1017,-0.142,2950
5,1018,0.261,2923
5,1019,0.576,2653
5,1020,-0.731,3378
5,1021,-0.315,2942
5,1022,0.046,2459
5,1023,0.054,2954
5,1024,-0.185,2932
5,1025,0.887,3369
5,1026,-0.479,3294
5,1027,0.091,2362
5,1028,-0.770,3312
5,1029,0.165,2387
5,1030,-0.162,2509
5,1031,0.080,3000
5,1032,-0.411,2649
5,1033,-0.548,3167
5,1034,-0.313,2476
5,1035,-0.843,3561
5,1036,0.089,2955
5,1037,-0.064,2752
5,1038,-0.089,2361
5,1039,0.217,3130
5,1040,0.553,2741
5,1041,-0.299,2515
5,1042,0.627,3138
5,1043,0.265,3103
5,1044,0.298,3010
5,1045,0.129,2758
5,1046,-0.136,2407
5,1047,-0.499,2947
5,1048,0.288,2979
5,1049,-0.291,2848
5,1050,-0.141,2726
5,1051,-0.170,3065
5,1052,0.374,2914
5,1053,-0.200,3119
5,1054,0.024,2765
5,1055,-0.656,3280
5,1056,-0.192,3055
5,1057,0.119,2459
5,1058,-0.346,2534
5,1059,0.737,3359
5,1060,0.014,2431
5,1061,-0.189,2928
5,1062,-0.633,2744
5,1063,0.147,2621
5,1064,-0.421,2552
5,1065,0.204,3040
5,1066,-0.681,2825
5,1067,0.691,3319
5,1068,0.090,2792
5,1069,-0.220,2490
5,1070,-0.708,3276
5,1071,-0.460,3079
5,1072,-0.900,3558
5,1073,-0.071,2620
5,1074,0.139,2439
5,1075,-0.346,2564
5,1076,0.110,2649
5,1077,0.350,3011
5,1078,-0.347,2528
5,1079,0.266,3059
5,1080,-0.679,3094
5,1081,-0.415,3239
5,1082,0.360,3032
5,1083,0.186,2868
5,1084,-0.046,2805
5,1085,0.201,2799
5,1086,-0.108,3014
5,1087,0.017,2930
5,1088,-0.406,2610
5,1089,0.343,3211
5,1090,-0.400,2690
5,1091,-0.062,2310
5,1092,-0.586,2916
5,1093,-0.422,3016
5,1094,0.190,3106
5,1095,0.016,2505
5,1096,-0.313,2763
5,1097,-0.193,3110
5,1098,0.297,3131
5,1099,0.169,2397
5,1100,-0.364,3171
5,1101,0.049,2793
5,1102,-0.023,2826
5,1103,0.718,3018
5,1104,0.346,2915
5,1105,0.200,2931
5,1106,1.227,3592
5,1107,-1.041,3331
5,1108,-0.287,2640
5,1109,0.521,3143
5,1110,0.109,2522
5,1111,0.229,2946
5,1112,-0.503,3026
5,1113,-0.670,3294
5,1114,-0.553,3149
5,1115,-0.238,3148
5,1116,-0.437,3195
5,1117,-0.175,2796
5,1118,0.003,2276
5,1119,-0.745,2933
5,1120,0.533,2851
5,1121,-1.151,3205
5,1122,0.737,3077
5,1123,-0.163,2819
5,1124,0.652,3222
5,1125,0.231,3024
5,1126,-0.677,3012
5,1127,-0.133,2697
5,1128,0.551,2732
5,1129,-0.248,2869
5,1130,0.114,2993
5,1131,0.099,2917
5,1132,-0.576,2769
5,1133,0.565,2884
5,1134,-0.323,2745
5,1135,-0.325,2918
5,1136,0.046,2383
5,1137,0.204,2626
5,1138,0.689,3272
5,1139,0.250,2734
5,1140,-0.239,2854
5,1141,-0.560,3305
5,1142,-0.164,2412
5,1143,0.254,3145
5,1144,0.207,2872
5,1145,-0.669,2795
5,1146,0.539,2723
5,1147,-0.084,2559
5,1148,-0.172,2909
5,1149,0.032,2369
5,1150,-0.090,2794
5,1151,-0.304,3126
5,1152,0.112,2637
5,1153,0.234,3060
5,1154,-0.055,2702
5,1155,0.141,2915
5,1156,0.758,2899
5,1157,0.227,2486
5,1158,-0.455,3230
5,1159,0.152,2378
5,1160,0.308,2985
5,1161,-0.680,3101
5,1162,0.369,3243
5,1163,0.067,2941
5,1164,-0.241,2900
5,1165,-0.187,3097
5,1166,0.364,3010
5,1167,-0.503,2722
5,1168,0.238,2620
5,1169,-0.580,3222
5,1170,0.126,2606
5,1171,0.301,3009
5,1172,-1.052,3680
5,1173,0.012,2786
5,1174,-0.031,2492
5,1175,-0.279,3036
5,1176,-0.332,3224
5,1177,-0.388,2575
5,1178,-0.171,2832
5,1179,-0.662,2865
5,1180,0.527,3010
5,1181,-0.165,2415
5,1182,0.086,2908
5,1183,-0.327,2770
5,1184,-0.009,2573
5,1185,0.172,2778
5,1186,-0.100,2768
5,1187,-0.562,3220
5,1188,0.025,2798
5,1189,-0.470,3310
5,1190,0.041,2924
5,1191,-0.503,3157
5,1192,0.574,2836
5,1193,0.440,2859
5,1194,-0.378,2858
5,1195,0.400,2622
5,1196,-0.366,2635
5,1197,0.068,2777
5,1198,0.402,2616
5,1199,-0.256,3104
5,1200,0.471,3293
5,1201,0.251,2438
5,1202,0.095,2789
5,1203,-0.596,3207
5,1204,0.721,2953
5,1205,0.787,3188
5,1206,0.212,2497
5,1207,0.044,2794
5,1208,-0.096,2329
5,1209,0.062,2680
5,1210,-0.053,2893
5,1211,-0.365,2716
5,1212,0.102,3023
5,1213,-0.102,2600
5,1214,-0.108,3038
5,1215,0.214,2844
5,1216,0.599,2916
5,1217,0.932,3304
5,1218,-0.166,2941
5,1219,0.626,3134
5,1220,0.174,2839
5,1221,-0.277,3099
5,1222,-0.254,2636
5,1223,-0.370,3143
5,1224,-0.487,2665
5,1225,-0.166,3111
5,1226,-0.712,3147
5,1227,-0.312,3090
5,1228,-0.662,2973
5,1229,-0.557,3303
5,1230,-0.198,3086
5,1231,0.247,2418
5,1232,-0.014,2821
5,1233,0.325,2583
5,1234,-0.240,2742
5,1235,0.662,2785
5,1236,-0.207,3085
5,1237,0.590,2964
5,1238,0.269,2912
5,1239,0.130,2526
5,1240,-0.032,2588
5,1241,-0.396,2575
5,1242,1.017,2951
5,1243,-0.882,3318
5,1244,0.518,3237
5,1245,0.102,2923
5,1246,-0.380,2671
5,1247,0.319,2520
5,1248,-0.770,3497
5,1249,0.531,3190
5,1250,0.244,3099
5,1251,0.089,2621
5,1252,-0.107,2748
5,1253,-0.022,2284
5,1254,0.033,2705
5,1255,0.680,2722
5,1256,-0.079,2385
5,1257,0.300,2768
5,1258,0.637,3125
5,1259,0.593,3129
5,1260,0.603,3342
5,1261,-0.378,2759
5,1262,0.212,3032
5,1263,-0.529,3288
5,1264,-0.154,2528
5,1265,0.078,2443
5,1266,0.053,2754
5,1267,0.163,2640
5,1268,0.322,3038
5,1269,-0.179,2700
5,1270,0.200,2682
5,1271,0.066,2546
5,1272,0.392,3233
5,1273,-0.295,2966
5,1274,0.084,2936
5,1275,-0.936,3447
5,1276,-0.025,2272
5,1277,0.194,3008
5,1278,-0.141,2939
5,1279,0.223,2917
5,1280,-0.305,2619
5,1281,-1.157,3469
5,1282,0.473,2618
5,1283,-0.046,2589
5,1284,-0.173,2417
5,1285,0.673,2788
5,1286,0.444,3043
5,1287,1.026,3274
5,1288,0.151,3066
5,1289,0.544,3362
5,1290,0.052,2388
5,1291,-0.431,2689
5,1292,0.126,2730
5,1293,0.117,2426
5,1294,-0.592,3071
5,1295,-0.160,2751
5,1296,0.236,2990
5,1297,0.303,2836
5,1298,-0.216,2735
5,1299,0.118,2388
5,1300,0.237,3128
5,1301,-0.508,2767
5,1302,-0.099,2320
5,1303,0.165,2826
5,1304,-0.141,2504
5,1305,-0.149,3092
5,1306,0.029,2842
5,1307,0.161,2711
5,1308,0.287,2565
5,1309,-0.444,2947
5,1310,-0.375,2568
5,1311,-0.271,2672
5,1312,-0.681,2802
5,1313,-0.003,2791
5,1314,-0.174,2599
5,1315,0.090,2907
5,1316,0.193,3104
5,1317,0.515,2989
5,1318,0.123,2943
5,1319,0.467,2929
5,1320,-0.118,3076
5,1321,0.577,2749
5,1322,-1.215,3412
5,1323,0.106,2912
5,1324,-0.081,2520
5,1325,-0.058,2531
5,1326,0.199,2672
5,1327,0.270,2872
5,1328,0.024,2479
5,1329,-0.603,3360
5,1330,-0.159,3079
5,1331,0.096,2417
5,1332,0.239,2916
5,1333,-0.447,2756
5,1334,0.466,2976
5,1335,-0.535,2926
5,1336,-0.049,2991
5,1337,0.047,2628
5,1338,0.218,2937
5,1339,-0.471,2593
5,1340,-0.643,2961
5,1341,-0.037,3015
5,1342,-0.028,2809
5,1343,-0.143,2706
5,1344,0.390,2913
5,1345,0.464,3225
5,1346,-0.076,2740
5,1347,0.155,2363
5,1348,0.111,2453
5,1349,0.508,2993
5,1350,0.114,2984
5,1351,-0.264,3141
5,1352,0.169,2420
5,1353,-0.207,2447
5,1354,-0.565,3262
5,1355,-0.847,3120
5,1356,-0.199,2756
5,1357,-0.162,2408
5,1358,-0.102,2802
5,1359,-0.641,3419
5,1360,0.143,2479
5,1361,0.008,2797
5,1362,-0.916,2969
5,1363,0.024,2743
5,1364,0.963,2976
5,1365,-0.258,3159
5,1366,0.418,2676
5,1367,0.150,2803
5,1368,-0.142,2650
5,1369,-0.239,2836
5,1370,-0.408,2906
5,1371,-0.743,2870
5,1372,0.472,3189
5,1373,0.151,2935
5,1374,-0.022,2559
5,1375,0.070,2374
5,1376,0.502,3320
5,1377,0.455,2789
5,1378,0.143,2351
5,1379,-0.139,2433
5,1380,0.057,2331
5,1381,0.420,2992
5,1382,0.214,2764
5,1383,0.279,3086
5,1384,-0.326,2945
5,1385,0.452,3056
5,1386,-0.144,2680
5,1387,0.186,2447
5,1388,-0.103,2410
5,1389,0.177,3109
5,1390,-0.011,2745
5,1391,0.225,2651
5,1392,-0.952,3236
5,1393,0.394,3187
5,1394,0.446,2973
5,1395,0.183,3072
5,1396,-0.121,2892
5,1397,0.142,2950
5,1398,0.169,2965
5,1399,-0.328,2673
5,1400,0.176,2483
5,1401,0.259,2546
5,1402,0.377,3248
5,1403,0.254,2675
5,1404,0.125,2893
5,1405,0.490,2614
5,1406,0.113,2426
5,1407,-0.702,2853
5,1408,0.289,2554
5,1409,0.373,3014
5,1410,0.219,2744
5,1411,-0.037,2450
5,1412,0.114,2872
5,1413,-0.196,2498
5,1414,-0.245,2802
5,1415,-0.657,3210
5,1416,-0.081,2618
5,1417,0.236,2984
5,1418,-0.410,3257
5,1419,0.004,2643
5,1420,0.116,2764
5,1421,-0.671,3144
5,1422,0.446,2919
5,1423,-0.665,2920
5,1424,-0.948,3596
5,1425,0.619,2895
5,1426,-0.170,2687
5,1427,-0.180,2873
5,1428,-0.426,2880
5,1429,0.413,2530
5,1430,1.219,3532
5,1431,0.014,2757
5,1432,0.523,2666
5,1433,-0.292,3138
5,1434,-0.334,3205
5,1435,-0.322,2744
5,1436,1.365,3223
5,1437,0.398,3188
5,1438,-0.179,2687
5,1439,0.404,3219
5,1440,0.279,2501
6,1,0.000,2585
6,2,-0.658,2581
6,3,0.000,2584
6,4,-1.325,3055
6,5,1.342,3280
6,6,1.325,3815
6,7,-0.654,3334
6,8,0.000,2636
6,9,2.632,3905
6,10,-1.282,3020
6,11,-1.948,3357
6,12,0.662,2950
6,13,-1.316,3256
6,14,0.000,2193
6,15,0.000,2475
6,16,-0.667,2864
6,17,0.671,2484
6,18,0.000,2549
6,19,-1.333,3303
6,20,-0.676,2993
6,21,0.000,2410
6,22,0.000,2683
6,23,0.000,2738
6,24,-0.680,3246
6,25,-2.055,3720
6,26,-0.699,2795
6,27,-1.408,3033
6,28,0.714,2515
6,29,0.709,2877
6,30,0.000,2711
6,31,0.704,2965
6,32,1.399,2854
6,33,0.690,2583
6,34,-0.685,2394
6,35,1.379,3353
6,36,1.361,2893
6,37,-1.342,2983
6,38,-0.680,2745
6,39,1.370,3239
6,40,-0.676,2866
6,41,0.680,2917
6,42,-0.676,2677
6,43,1.361,3173
6,44,-1.342,3209
6,45,1.361,3602
6,46,-0.671,2833
6,47,0.000,3073
6,48,0.676,2637
6,49,-1.342,3275
6,50,0.000,2242
6,51,0.000,2730
6,52,-1.361,3326
6,53,-0.690,3068
6,54,0.694,3131
6,55,0.690,2955
6,56,-0.685,3036
6,57,-2.069,3218
6,58,2.113,3576
6,59,-0.690,3078
6,60,0.000,2874
6,61,-1.389,3330
6,62,0.000,2277
6,63,-0.704,2997
6,64,1.418,3001
6,65,0.000,2543
6,66,-0.699,3083
6,67,0.704,3251
6,68,0.000,2547
6,69,1.399,3454
6,70,-1.379,3008
6,71,-1.399,3260
6,72,0.709,2805
6,73,0.704,3024
6,74,-0.699,2765
6,75,-0.704,3083
6,76,0.000,2881
6,77,-2.128,4042
6,78,0.000,2910
6,79,1.449,3472
6,80,-0.714,2512
6,81,0.719,2289
6,82,2.143,4119
6,83,0.000,2423
6,84,-2.098,3386
6,85,0.714,2714
6,86,0.709,2862
6,87,-0.704,3184
6,88,0.000,2718
6,89,0.709,2718
6,90,-0.704,3018
6,91,0.000,2587
6,92,0.709,3159
6,93,0.000,2883
6,94,0.000,2884
6,95,0.704,2636
6,96,0.000,2611
6,97,-0.699,2669
6,98,0.000,2552
6,99,0.704,3241
6,100,0.699,2376
6,101,0.000,2356
6,102,0.000,2472
6,103,0.694,2781
6,104,-0.690,2868
6,105,0.000,2392
6,106,1.389,3251
6,107,1.370,3261
6,108,0.000,2502
6,109,-0.676,3045
6,110,-0.680,3164
6,111,-1.370,3183
6,112,0.694,3004
6,113,0.000,2631
6,114,-0.690,2608
6,115,-0.694,2724
6,116,1.399,3168
6,117,0.000,2353
6,118,0.000,2656
6,119,-1.379,2643
6,120,0.699,3024
6,121,0.000,2392
6,122,1.389,3263
6,123,0.000,2285
6,124,-0.685,3237
6,125,0.690,2932
6,126,-2.055,3681
6,127,0.000,2676
6,128,0.699,2793
6,129,0.000,2871
6,130,1.389,3439
6,131,-1.370,3399
6,132,0.694,2858
6,133,-1.379,3419
6,134,0.000,2423
6,135,0.000,2953
6,136,0.000,2845
6,137,0.699,2993
6,138,0.694,2863
6,139,0.000,2772
6,140,0.690,3197
6,141,-0.685,2649
6,142,0.000,2561
6,143,1.379,3320
6,144,-1.361,3287
6,145,1.379,3291
6,146,0.000,2673
6,147,0.000,2682
6,148,-0.680,2796
6,149,0.685,2537
6,150,0.000,2287
6,151,2.721,4430
6,152,0.000,2356
6,153,-1.325,3242
6,154,0.000,2233
6,155,2.013,3852
6,156,0.000,2995
6,157,0.000,2564
6,158,0.658,2967
6,159,-0.654,2639
6,160,-0.658,2567
6,161,0.662,2651
6,162,0.658,2513
6,163,-1.307,2981
6,164,1.325,2831
6,165,0.654,2849
6,166,-1.948,3360
6,167,-0.662,3194
6,168,0.667,2806
6,169,-1.325,3146
6,170,0.000,2699
6,171,0.000,2286
6,172,0.000,2805
6,173,-1.342,2983
6,174,-0.680,2786
6,175,0.685,3020
6,176,-1.361,3529
6,177,0.000,2680
6,178,1.379,3425
6,179,0.000,2209
6,180,0.680,3109
6,181,-1.351,3729
6,182,-2.055,3734
6,183,-1.399,3496
6,184,2.128,3719
6,185,-0.694,2771
6,186,0.000,2320
6,187,-0.699,2455
6,188,-2.113,3689
6,189,0.000,2372
6,190,-0.719,2714
6,191,-0.725,2439
6,192,1.460,3447
6,193,1.439,3250
6,194,0.000,2325
6,195,0.000,2580
6,196,0.000,2558
6,197,1.418,3036
6,198,-0.699,2674
6,199,0.704,2339
6,200,0.000,2694
6,201,0.000,2988
6,202,0.699,2765
6,203,-1.389,2864
6,204,0.000,2879
6,205,0.000,2327
6,206,0.000,2767
6,207,-0.704,3297
6,208,-0.709,2576
6,209,1.429,3224
6,210,0.000,2416
6,211,0.000,2696
6,212,0.000,2905
6,213,-0.704,3074
6,214,0.709,3189
6,215,0.704,2998
6,216,1.399,3183
6,217,1.379,3027
6,218,0.680,2306
6,219,-2.703,3732
6,220,0.000,2652
6,221,-2.083,3552
6,222,1.418,2896
6,223,0.000,3032
6,224,1.399,3203
6,225,-0.690,3080
6,226,-0.694,3115
6,227,0.000,2685
6,228,0.699,2527
6,229,-2.083,3776
6,230,1.418,3257
6,231,0.699,2614
6,232,-1.389,2930
6,233,-1.408,3326
6,234,1.429,3108
6,235,-0.704,2863
6,236,0.709,2757
6,237,-0.704,3004
6,238,0.709,2760
6,239,0.000,2734
6,240,1.408,2870
6,241,0.000,2757
6,242,0.694,2578
6,243,-1.379,3144
6,244,-0.699,3116
6,245,0.000,2537
6,246,-0.704,3331
6,247,0.000,2136
6,248,0.000,2685
6,249,0.000,2482
6,250,-0.709,3538
6,251,-0.714,3110
6,252,-0.719,3163
6,253,0.725,3176
6,254,-0.719,2600
6,255,-1.449,3579
6,256,1.471,2760
6,257,0.000,2361
6,258,0.725,2747
6,259,0.000,2349
6,260,0.719,2990
6,261,0.714,3055
6,262,-0.709,2893
6,263,0.714,2507
6,264,-1.418,3682
6,265,0.719,3280
6,266,0.714,2954
6,267,-1.418,3176
6,268,0.000,2911
6,269,1.439,3648
6,270,-0.709,3162
6,271,-0.714,3103
6,272,0.719,2652
6,273,0.000,2843
6,274,0.000,2813
6,275,0.000,2435
6,276,0.000,2409
6,277,2.143,3370
6,278,0.000,2623
6,279,0.699,2855
6,280,0.000,2793
6,281,-0.694,2787
6,282,0.000,2585
6,283,0.000,2282
6,284,1.399,3420
6,285,-0.690,3162
6,286,1.389,3479
6,287,0.000,2213
6,288,0.000,2659
6,289,0.000,2724
6,290,0.000,2734
6,291,0.685,2658
6,292,-1.361,3270
6,293,0.690,3092
6,294,-0.685,2726
6,295,1.379,3382
6,296,-0.680,2704
6,297,0.000,2957
6,298,-2.055,4087
6,299,0.000,2684
6,300,0.699,2655
6,301,0.694,2632
6,302,-1.379,2877
6,303,0.699,3134
6,304,0.000,2590
6,305,0.000,2496
6,306,0.694,2970
6,307,0.690,2914
6,308,0.000,2780
6,309,0.000,2646
6,310,2.055,3581
6,311,0.000,2843
6,312,-0.671,3130
6,313,-0.676,2955
6,314,-0.680,2979
6,315,-0.685,2767
6,316,-0.690,2840
6,317,0.694,2664
6,318,-0.690,2590
6,319,-1.389,3481
6,320,0.000,2826
6,321,-1.408,3668
6,322,-0.714,3351
6,323,0.000,2807
6,324,0.000,2846
6,325,-2.158,3962
6,326,0.735,2709
6,327,-2.190,3727
6,328,0.746,2689
6,329,0.741,2772
6,330,-0.735,2623
6,331,0.000,2671
6,332,0.000,2756
6,333,-0.741,2498
6,334,-0.746,3052
6,335,0.000,2645
6,336,0.000,2678
6,337,-0.752,3073
6,338,1.515,2991
6,339,0.000,2851
6,340,0.000,2737
6,341,-2.239,4409
6,342,0.763,3444
6,343,0.758,3305
6,344,0.752,2991
6,345,-0.746,2465
6,346,0.752,3097
6,347,0.000,2926
6,348,0.000,2464
6,349,0.746,2681
6,350,0.741,2775
6,351,1.471,3546
6,352,-1.449,3343
6,353,-0.735,3085
6,354,0.000,2964
6,355,1.481,3278
6,356,0.000,2318
6,357,0.730,2955
6,358,2.174,3947
6,359,0.709,2946
6,360,0.704,2655
6,361,-1.399,3900
6,362,2.128,3477
6,363,0.694,2873
6,364,0.000,2485
6,365,2.069,3316
6,366,-0.676,2640
6,367,0.680,2705
6,368,-1.351,3177
6,369,0.000,2383
6,370,0.685,3196
6,371,2.041,3355
6,372,-0.667,2480
6,373,2.013,3306
6,374,0.000,2789
6,375,0.000,2329
6,376,0.000,2612
6,377,-1.974,3874
6,378,0.000,2344
6,379,1.342,3474
6,380,-1.325,3433
6,381,2.013,3857
6,382,0.000,2624
6,383,0.658,2867
6,384,0.000,2632
6,385,-1.307,3618
6,386,0.000,2480
6,387,-1.325,3190
6,388,1.342,3464
6,389,0.000,2553
6,390,0.000,2910
6,391,0.662,2902
6,392,-1.316,3270
6,393,0.000,2671
6,394,-1.333,2922
6,395,0.676,2865
6,396,-0.671,2982
6,397,0.676,2595
6,398,0.671,3000
6,399,-0.667,3101
6,400,-2.013,3688
6,401,0.685,2743
6,402,0.000,2339
6,403,0.680,2822
6,404,-0.676,2471
6,405,-0.680,3154
6,406,0.000,2625
6,407,-0.685,2553
6,408,-0.690,3194
6,409,0.000,2354
6,410,-2.778,4341
6,411,0.714,2539
6,412,-0.709,2416
6,413,1.429,3275
6,414,-0.704,2675
6,415,1.418,3082
6,416,0.000,2410
6,417,-1.399,2698
6,418,1.418,3088
6,419,1.399,3096
6,420,0.000,2864
6,421,0.000,2746
6,422,0.000,2408
6,423,0.690,2768
6,424,1.370,2949
6,425,-0.676,2602
6,426,0.000,2572
6,427,-0.680,2881
6,428,2.055,3857
6,429,-1.342,2778
6,430,0.680,2936
6,431,0.676,3035
6,432,-0.671,2552
6,433,0.000,2586
6,434,-1.351,3320
6,435,0.000,2510
6,436,0.685,2705
6,437,1.361,3572
6,438,0.671,3136
6,439,-0.667,2638
6,440,-0.671,2915
6,441,0.000,2272
6,442,0.676,2689
6,443,0.671,2901
6,444,0.000,2742
6,445,0.000,2569
6,446,1.333,3591
6,447,-0.658,2701
6,448,-1.325,3167
6,449,-0.671,2895
6,450,-2.703,3935
6,451,0.694,3317
6,452,1.379,3142
6,453,-1.361,3678
6,454,0.000,2882
6,455,-2.069,3153
6,456,2.113,3679
6,457,0.690,3151
6,458,0.685,2680
6,459,-0.680,2335
6,460,-0.685,2825
6,461,0.000,2817
6,462,-2.069,3366
6,463,-0.704,2991
6,464,-0.709,3223
6,465,0.000,2908
6,466,0.000,2331
6,467,-1.429,3093
6,468,-0.725,2790
6,469,0.730,2707
6,470,-0.725,2393
6,471,2.190,3872
6,472,0.000,2677
6,473,0.000,2422
6,474,0.714,2873
6,475,1.418,3086
6,476,-0.699,3077
6,477,0.704,2856
6,478,0.000,2896
6,479,0.000,2643
6,480,0.699,3031
6,481,-1.389,3250
6,482,2.113,3483
6,483,0.000,2620
6,484,0.000,3014
6,485,0.690,2809
6,486,-1.370,2951
6,487,-0.694,2548
6,488,0.000,2351
6,489,-0.699,2632
6,490,0.000,2168
6,491,0.000,2395
6,492,0.000,2436
6,493,0.704,2934
6,494,0.000,2216
6,495,0.000,2418
6,496,-1.399,3659
6,497,0.000,2913
6,498,0.709,2643
6,499,-1.408,2716
6,500,1.429,3475
6,501,0.000,2492
6,502,-0.704,3145
6,503,0.000,2478
6,504,0.000,2578
6,505,0.000,2781
6,506,-1.418,3628
6,507,-1.439,3256
6,508,0.730,2704
6,509,0.000,2815
6,510,0.725,2824
6,511,0.719,2592
6,512,0.714,2852
6,513,0.000,2697
6,514,0.709,3151
6,515,0.000,2487
6,516,-0.704,2534
6,517,-0.709,3442
6,518,-0.714,2622
6,519,0.000,2447
6,520,0.719,2687
6,521,0.000,2722
6,522,-0.714,2799
6,523,0.719,2727
6,524,-2.143,3532
6,525,0.000,2694
6,526,2.190,3645
6,527,-0.714,2890
6,528,2.878,3982
6,529,0.699,2743
6,530,0.694,3378
6,531,0.000,2606
6,532,1.379,2922
6,533,0.680,2626
6,534,1.351,3156
6,535,0.667,2687
6,536,-0.662,3080
6,537,-0.667,2940
6,538,-0.671,3241
6,539,0.000,2640
6,540,1.351,3110
6,541,-0.667,2391
6,542,2.685,4031
6,543,-0.654,2795
6,544,-0.658,2689
6,545,-0.662,2670
6,546,-1.333,3662
6,547,-0.676,2969
6,548,0.000,2318
6,549,-0.680,2563
6,550,1.370,3056
6,551,-0.676,2624
6,552,-0.680,2949
6,553,0.685,2576
6,554,0.680,2800
6,555,-0.676,2866
6,556,0.000,2497
6,557,0.000,2937
6,558,0.680,2667
6,559,-0.676,3234
